Array size: 1920000		Iterations: 10000		Message size: 50		Halo depth: 500	Processors used: 512
Run		Stream time	Exchange time
0		0.000258	116.485245
1		0.000185	116.477312
2		0.000158	116.491341
3		0.000153	116.474267
4		0.000218	116.477898
5		0.000183	116.480281
6		0.000162	116.478120
7		0.000160	116.477036
8		0.000147	116.472484
9		0.000608	116.464153
Average:	0.000223	116.477814
Deviation:	0.000132	0.006877
