Array size: 1920000		Iterations: 10000		Message size: 50		Halo depth: 2	Processors used: 512
Run		Stream time	Exchange time
0		0.000203	114.810494
1		0.000194	114.653517
2		0.000180	114.808573
3		0.000179	114.790528
4		0.000161	114.810868
5		0.000326	114.688194
6		0.000239	114.796957
7		0.000163	114.768491
8		0.000154	114.670406
9		0.000159	114.822033
Average:	0.000196	114.762006
Deviation:	0.000050	0.061803
