Array size: 1920000		Iterations: 10000		Message size: 50		Halo depth: 50	Processors used: 512
Run		Stream time	Exchange time
0		0.000190	114.686958
1		0.000187	114.673728
2		0.000151	114.673316
3		0.000164	114.644615
4		0.000163	114.645883
5		0.000157	114.655702
6		0.000192	114.633753
7		0.000239	114.644060
8		0.000256	114.666581
9		0.000183	114.599998
Average:	0.000188	114.652459
Deviation:	0.000033	0.023590
