Array size: 1920000		Iterations: 10000		Message size: 50		Halo depth: 10	Processors used: 512
Run		Stream time	Exchange time
0		0.000322	113.985549
1		0.000170	114.118892
2		0.000286	114.119185
3		0.000146	114.070323
4		0.000164	114.007495
5		0.000205	114.015766
6		0.000186	114.009463
7		0.000163	113.947749
8		0.000155	113.904998
9		0.000565	114.006049
Average:	0.000236	114.018547
Deviation:	0.000123	0.064993
