Array size: 1920000		Iterations: 10000		Message size: 50		Halo depth: 25	Processors used: 512
Run		Stream time	Exchange time
0		0.000241	114.565651
1		0.000170	114.498471
2		0.000510	114.332437
3		0.000198	114.324619
4		0.000187	114.325676
5		0.000152	114.395022
6		0.000154	114.412203
7		0.000174	114.388256
8		0.000139	114.311670
9		0.000205	114.302560
Average:	0.000213	114.385657
Deviation:	0.000103	0.082740
