Array size: 1920000		Iterations: 10000		Message size: 50		Halo depth: 5	Processors used: 512
Run		Stream time	Exchange time
0		0.000287	114.378961
1		0.000151	114.357320
2		0.000178	114.314951
3		0.000142	114.314185
4		0.000158	114.323213
5		0.000155	114.311187
6		0.000165	114.340083
7		0.000164	114.329401
8		0.000168	114.334771
9		0.000201	114.324403
Average:	0.000177	114.332848
Deviation:	0.000040	0.020237
