Array size: 1920000		Iterations: 10000		Message size: 50		Halo depth: 250	Processors used: 512
Run		Stream time	Exchange time
0		0.000178	114.217819
1		0.000178	114.157270
2		0.000177	114.152128
3		0.000179	114.154432
4		0.000189	114.165226
5		0.000158	114.146637
6		0.000180	114.143509
7		0.000264	114.136929
8		0.000175	114.153186
9		0.000164	114.121793
Average:	0.000184	114.154893
Deviation:	0.000028	0.023872
