Array size per process: 100000		Iterations: 100000		Message size: 50		Processes used: 64
Run		Stream time	Exchange time
Discarded:	7.883484	11.489789
Average:	0.000000	0.000000
Deviation:	0.000000	0.000000

Message times
0	0.003889
1	0.007765
2	0.011626
3	0.015494
4	0.019388
5	0.023252
6	0.027117
7	0.030982
8	0.034866
9	0.038733
10	0.042617
11	0.046513
12	0.050387
13	0.054253
14	0.058132
15	0.062005
16	0.065880
17	0.069759
18	0.073631
19	0.077508
20	0.081394
21	0.085270
22	0.089145
23	0.093019
24	0.096891
25	0.100774
26	0.104654
27	0.108537
28	0.112425
29	0.116312
30	0.120189
31	0.124064
32	0.127946
33	0.131823
34	0.135709
35	0.139602
36	0.143489
37	0.147373
38	0.151245
39	0.155130
40	0.159017
41	0.162912
42	0.166791
43	0.170677
44	0.174560
45	0.178429
46	0.182326
47	0.186200
48	0.190085
49	0.193970
50	0.197843
51	0.201722
52	0.205618
53	0.209494
54	0.213374
55	0.217241
56	0.221116
57	0.224994
58	0.228889
59	0.232764
60	0.236642
61	0.240519
62	0.244406
63	0.248283
64	0.252162
65	0.256039
66	0.259912
67	0.263783
68	0.267652
69	0.271528
70	0.275404
71	0.279281
72	0.283163
73	0.287044
74	0.290921
75	0.294796
76	0.298676
77	0.302554
78	0.306429
79	0.310299
80	0.314171
81	0.318048
82	0.321939
83	0.325824
84	0.329697
85	0.333576
86	0.337456
87	0.341343
88	0.345217
89	0.349092
90	0.352961
91	0.356836
92	0.360722
93	0.364600
94	0.368476
95	0.372345
96	0.376226
97	0.380102
98	0.383979
99	0.387845
100	0.391722
101	0.395594
102	0.399474
103	0.403347
104	0.407216
105	0.411088
106	0.414976
107	0.418852
108	0.422732
109	0.426604
110	0.430473
111	0.434347
112	0.438222
113	0.442098
114	0.445981
115	0.449864
116	0.453739
117	0.457612
118	0.461483
119	0.465356
120	0.469239
121	0.473109
122	0.476994
123	0.480863
124	0.484740
125	0.488615
126	0.492493
127	0.496378
128	0.500253
129	0.504119
130	0.507990
131	0.511851
132	0.515741
133	0.519610
134	0.523499
135	0.527373
136	0.531248
137	0.535125
138	0.538987
139	0.542860
140	0.546740
141	0.550615
142	0.554490
143	0.558365
144	0.562241
145	0.566122
146	0.569995
147	0.573874
148	0.577738
149	0.581616
150	0.585498
151	0.589371
152	0.593248
153	0.597122
154	0.600991
155	0.604865
156	0.608738
157	0.612621
158	0.616503
159	0.620384
160	0.624271
161	0.628148
162	0.632023
163	0.635893
164	0.639773
165	0.643645
166	0.647513
167	0.651387
168	0.655276
169	0.659157
170	0.663026
171	0.666902
172	0.670766
173	0.674637
174	0.678507
175	0.682400
176	0.686280
177	0.690152
178	0.694026
179	0.697908
180	0.701795
181	0.705676
182	0.709551
183	0.713426
184	0.717313
185	0.721190
186	0.725053
187	0.728920
188	0.732793
189	0.736671
190	0.740554
191	0.744433
192	0.748310
193	0.752179
194	0.756065
195	0.759942
196	0.763813
197	0.767681
198	0.771563
199	0.775426
200	0.779299
201	0.783183
202	0.787055
203	0.790937
204	0.794807
205	0.798678
206	0.802558
207	0.806446
208	0.810333
209	0.814207
210	0.818075
211	0.821953
212	0.825823
213	0.829702
214	0.833576
215	0.837451
216	0.841325
217	0.845202
218	0.849075
219	0.852944
220	0.856834
221	0.860706
222	0.864592
223	0.868467
224	0.872341
225	0.876207
226	0.880083
227	0.883945
228	0.887826
229	0.891703
230	0.895585
231	0.899466
232	0.903342
233	0.907229
234	0.911112
235	0.914985
236	0.918859
237	0.922733
238	0.926613
239	0.930493
240	0.934368
241	0.938238
242	0.942110
243	0.945987
244	0.949852
245	0.953720
246	0.957591
247	0.961461
248	0.965338
249	0.969209
250	0.973083
251	0.976957
252	0.980834
253	0.984716
254	0.988578
255	0.992447
256	0.996321
257	1.000192
258	1.004071
259	1.007941
260	1.011818
261	1.015739
262	1.019614
263	1.023503
264	1.027383
265	1.031265
266	1.035136
267	1.039018
268	1.042885
269	1.046766
270	1.050656
271	1.054541
272	1.058429
273	1.062305
