Array size: 100000		Iterations: 10000		Message size: 2		Processors used: 16
Stream time	Exchange time
11.756186	10.853207
8.139161	7.598131
7.253700	4.883599
6.638223	7.905110
7.594144	8.697613
7.196497	9.109461
6.386443	10.253938
7.942856	7.876926
9.348546	5.061747
8.624326	10.283353
