Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 192
Stream time	Exchange time
0.325789	3.727118
0.302915	3.872419
0.316415	3.548247
0.305191	4.066406
0.311298	3.554802
0.311267	3.781310
0.310570	3.615308
0.311572	3.528108
0.304727	3.679403
0.316257	3.646019
