Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 72
Stream time	Exchange time
0.306257	3.598847
0.307266	3.439191
0.310308	3.635253
0.307176	3.453272
0.307984	3.687512
0.312509	3.225159
0.313447	3.729711
0.319603	3.476037
0.304990	3.386231
0.311031	3.329734
