Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 24
Stream time	Exchange time
0.293000	1.388185
0.292850	1.392071
0.292929	1.388537
0.292875	1.389556
0.292885	1.391878
0.292846	1.388992
0.292841	1.387612
0.292786	1.393148
0.292897	1.403068
0.292957	1.394820
