Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 96
Stream time	Exchange time
0.307556	3.465994
0.306876	3.430824
0.308124	3.503790
0.312296	3.263902
0.313658	3.410146
0.314108	3.346291
0.309749	3.350657
0.313999	3.355163
0.316668	3.340686
0.314524	3.521907
