Array size: 100		Iterations: 1000000		Message size: 5		Processors used: 4
Stream time	Exchange time
1.160973	6.411926
1.174765	6.233313
1.269581	6.387756
1.269497	6.182876
1.196119	6.203763
1.298796	6.297710
1.277308	6.362357
1.214623	6.286157
1.144234	6.200742
1.273736	6.127816
