Array size: 100		Iterations: 1000000		Message size: 5		Processors used: 6
Stream time	Exchange time
1.166134	6.600451
1.260180	6.549611
1.162237	6.708985
1.174309	6.548523
1.285180	6.663179
1.246140	6.560596
1.238991	6.639469
1.229621	6.704466
1.202393	6.751313
1.232244	6.717582
