Array size: 100		Iterations: 1000000		Message size: 5		Processors used: 32
Stream time	Exchange time
1.300538	7.510034
1.461473	8.636985
1.393504	8.816050
1.373152	9.722915
1.429072	7.461841
1.331221	7.457742
1.341657	8.278772
1.406725	7.866279
1.330264	7.648357
1.352042	7.833863
