Array size: 100		Iterations: 1000000		Message size: 5		Processors used: 8
Stream time	Exchange time
1.235006	6.546481
1.334514	6.663721
1.322328	6.603722
1.339688	6.621138
1.347095	6.528696
1.219724	6.510061
1.310195	6.487612
1.287548	6.549132
1.334438	6.541035
1.283945	6.609524
