Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 16
Run		Stream time	Exchange time
Discarded:	0.295595	2.584820
1		0.283028	2.482458
2		0.278531	2.481881
3		0.277890	2.548235
4		0.283361	2.477804
5		0.278198	2.556214
6		0.277915	2.554519
7		0.281107	2.481141
8		0.282665	2.479955
9		0.278453	2.495976
10		0.287697	2.597505
Average:	0.280884	2.515569
Deviation:	0.003111	0.041767
