Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 2
Run		Stream time	Exchange time
Discarded:	0.335704	2.961810
1		0.319970	2.875055
2		0.309711	2.774858
3		0.306776	2.927383
4		0.317912	3.112018
5		0.321563	3.140841
6		0.341281	2.976428
7		0.313712	3.171638
8		0.331163	3.008096
9		0.330977	2.956788
10		0.326045	3.066963
Average:	0.321911	3.001007
Deviation:	0.010125	0.118482
