Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 128
Run		Stream time	Exchange time
Discarded:	0.364123	6.517972
1		0.332919	6.659723
2		0.338811	7.001723
3		0.323211	7.243546
4		0.325990	7.196136
5		0.347284	6.621724
6		0.307231	6.736355
7		0.320694	5.983650
8		0.313108	6.670881
9		0.349373	6.465744
10		0.345417	7.325177
Average:	0.330404	6.790466
Deviation:	0.013960	0.389819
