Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 1024
Run		Stream time	Exchange time
Discarded:	0.379142	8.175151
1		0.368016	8.298702
2		0.317887	8.654255
3		0.336465	8.291935
4		0.365730	7.833019
5		0.328603	8.212062
6		0.517618	7.618267
7		0.336558	6.231798
8		0.325506	5.855122
9		0.296393	5.192734
10		0.295646	5.539914
Average:	0.348842	7.172781
Deviation:	0.060775	1.250518
