Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 32
Run		Stream time	Exchange time
Discarded:	0.301267	3.286868
1		0.319508	2.902935
2		0.317177	3.118198
3		0.311704	3.052628
4		0.309413	2.881326
5		0.285145	2.960762
6		0.315310	3.001754
7		0.292999	3.163295
8		0.301164	2.795189
9		0.287589	3.277028
10		0.287156	3.029342
Average:	0.302716	3.018246
Deviation:	0.012852	0.135896
