Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 512
Run		Stream time	Exchange time
Discarded:	0.368088	10.776824
1		0.333205	10.835172
2		0.357731	13.031491
3		0.396942	15.796403
4		0.357016	10.166464
5		0.349429	11.562272
6		0.376073	12.575673
7		0.343788	10.998260
8		0.342308	10.172648
9		0.339320	9.469671
10		0.316979	9.513611
Average:	0.351279	11.412167
Deviation:	0.021356	1.849060
