Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 8
Run		Stream time	Exchange time
Discarded:	0.308582	2.925702
1		0.309084	3.208504
2		0.319791	3.183397
3		0.297050	3.250174
4		0.317770	3.211378
5		0.316427	3.358223
6		0.319942	3.391956
7		0.323197	3.369308
8		0.334377	3.456682
9		0.337519	3.411195
10		0.313322	3.338563
Average:	0.318848	3.317938
Deviation:	0.011040	0.091726
