Array size: 100		Iterations: 1000000		Message size: 50		Halo depth: 1	Processors used: 256
Run		Stream time	Exchange time
Discarded:	0.430069	6.910058
1		0.357029	6.981113
2		0.364086	6.613352
3		0.316268	5.759155
4		0.378030	6.679455
5		0.385907	6.607284
6		0.361048	7.580225
7		0.407757	7.604402
8		0.378373	6.762439
9		0.399846	8.127972
10		0.421122	7.800979
Average:	0.376947	7.051638
Deviation:	0.028294	0.677654
