Array size: 100		Iterations: 1000000		Message size: 25		Processors used: 2
Stream time	Exchange time
0.891717	5.467911
0.868277	5.947297
0.879185	6.005094
0.870024	5.901002
0.880957	5.562595
0.862645	5.457877
0.863720	5.447426
0.866647	5.441836
0.866990	6.004269
0.879750	5.973662
