Array size: 100		Iterations: 1000000		Message size: 25		Processors used: 12
Stream time	Exchange time
0.914352	6.825773
0.875504	7.061617
0.870683	6.832149
0.888207	6.931720
0.956582	6.953524
0.903282	6.967395
0.929902	6.868133
0.957233	6.826247
0.909248	6.967815
0.901897	6.854942
