Array size: 100		Iterations: 1000000		Message size: 25		Processors used: 8
Stream time	Exchange time
1.162412	6.627738
0.872869	6.604255
0.874456	6.587768
0.872480	6.637609
0.877045	6.699900
0.899829	6.665712
0.875543	6.477224
0.870599	6.623230
0.881150	6.593565
0.904758	6.684322
