Array size: 100000		Iterations: 10000		Message size: 5		Processors used: 32
Stream time	Exchange time
5.214034	5.097968
4.949779	4.619743
5.223118	5.241386
5.047312	4.822566
5.352832	4.580735
5.398943	5.287481
5.376116	5.058379
5.381818	4.694919
9.049319	12.465002
10.309458	13.338023
