Array size: 100000		Iterations: 10000		Message size: 5		Processors used: 10
Stream time	Exchange time
4.919673	4.099802
4.919287	4.108948
4.915970	4.104117
4.921412	4.218719
4.917606	4.098939
4.921416	4.094574
4.922968	4.099872
4.922312	4.099706
4.917133	4.216747
4.923035	4.096263
