Array size: 100000		Iterations: 10000		Message size: 5		Processors used: 8
Stream time	Exchange time
4.916760	4.092720
4.966780	4.094909
4.938695	4.099364
4.916701	4.095301
4.920374	4.096638
4.915919	4.098293
4.920534	4.097220
4.915335	4.094015
4.917133	4.095051
4.934633	4.093276
