#Messages:	50000
#Message Size	2
#Calculation	1000000
#Index		Walltime		Gap
#0		1466157469.277561
1		1466157469.279167		0.001606
2		1466157469.280593		0.001426
3		1466157469.281920		0.001327
4		1466157469.283269		0.001349
5		1466157469.284667		0.001398
6		1466157469.286009		0.001342
7		1466157469.287395		0.001386
8		1466157469.288772		0.001377
9		1466157469.290099		0.001327
10		1466157469.291476		0.001377
11		1466157469.292842		0.001366
12		1466157469.294169		0.001327
13		1466157469.295549		0.001380
14		1466157469.296925		0.001376
15		1466157469.298250		0.001325
16		1466157469.299666		0.001416
17		1466157469.300991		0.001325
18		1466157469.302318		0.001327
19		1466157469.303733		0.001415
20		1466157469.305060		0.001327
21		1466157469.306385		0.001325
22		1466157469.307800		0.001415
23		1466157469.309126		0.001326
24		1466157469.310451		0.001325
25		1466157469.311867		0.001416
26		1466157469.313193		0.001326
27		1466157469.314519		0.001326
28		1466157469.315936		0.001417
29		1466157469.317262		0.001326
30		1466157469.318589		0.001327
31		1466157469.320006		0.001417
32		1466157469.321332		0.001326
33		1466157469.322659		0.001327
34		1466157469.324035		0.001376
35		1466157469.325360		0.001325
36		1466157469.326688		0.001328
37		1466157469.328062		0.001374
38		1466157469.329389		0.001327
39		1466157469.330715		0.001326
40		1466157469.332089		0.001374
41		1466157469.333414		0.001325
42		1466157469.334741		0.001327
43		1466157469.336117		0.001376
44		1466157469.337443		0.001326
45		1466157469.338771		0.001328
46		1466157469.340143		0.001372
47		1466157469.341470		0.001327
48		1466157469.342796		0.001326
49		1466157469.344170		0.001374
50		1466157469.345495		0.001325
51		1466157469.346822		0.001327
52		1466157469.348195		0.001373
53		1466157469.349520		0.001325
54		1466157469.350848		0.001328
55		1466157469.352312		0.001464
56		1466157469.353637		0.001325
57		1466157469.354965		0.001328
58		1466157469.356342		0.001377
59		1466157469.357667		0.001325
60		1466157469.358994		0.001327
61		1466157469.360367		0.001373
62		1466157469.361694		0.001327
63		1466157469.363021		0.001327
64		1466157469.364393		0.001372
65		1466157469.365719		0.001326
66		1466157469.367047		0.001328
67		1466157469.368463		0.001416
68		1466157469.369791		0.001328
69		1466157469.371116		0.001325
70		1466157469.372492		0.001376
71		1466157469.373818		0.001326
72		1466157469.375144		0.001326
73		1466157469.376475		0.001331
74		1466157469.377801		0.001326
75		1466157469.379126		0.001325
76		1466157469.380501		0.001375
77		1466157469.381827		0.001326
78		1466157469.383153		0.001326
79		1466157469.384526		0.001373
80		1466157469.385852		0.001326
81		1466157469.387180		0.001328
82		1466157469.388557		0.001377
83		1466157469.389882		0.001325
84		1466157469.391208		0.001326
85		1466157469.392581		0.001373
86		1466157469.393907		0.001326
87		1466157469.395255		0.001348
88		1466157469.396608		0.001353
89		1466157469.397933		0.001325
90		1466157469.399282		0.001349
91		1466157469.400633		0.001351
92		1466157469.401959		0.001326
93		1466157469.403309		0.001350
94		1466157469.404659		0.001350
95		1466157469.405986		0.001327
96		1466157469.407334		0.001348
97		1466157469.408683		0.001349
98		1466157469.410009		0.001326
99		1466157469.411357		0.001348
100		1466157469.412707		0.001350
101		1466157469.414033		0.001326
102		1466157469.415385		0.001352
103		1466157469.416733		0.001348
104		1466157469.418059		0.001326
105		1466157469.419412		0.001353
106		1466157469.420761		0.001349
107		1466157469.422087		0.001326
108		1466157469.423440		0.001353
109		1466157469.424787		0.001347
110		1466157469.426113		0.001326
111		1466157469.427468		0.001355
112		1466157469.428814		0.001346
113		1466157469.430140		0.001326
114		1466157469.431495		0.001355
115		1466157469.432840		0.001345
116		1466157469.434166		0.001326
117		1466157469.435522		0.001356
118		1466157469.436866		0.001344
119		1466157469.438193		0.001327
120		1466157469.439549		0.001356
121		1466157469.440892		0.001343
122		1466157469.442219		0.001327
123		1466157469.443575		0.001356
124		1466157469.444918		0.001343
125		1466157469.446244		0.001326
126		1466157469.447618		0.001374
127		1466157469.448945		0.001327
128		1466157469.450271		0.001326
129		1466157469.451734		0.001463
130		1466157469.453059		0.001325
131		1466157469.454386		0.001327
132		1466157469.455760		0.001374
133		1466157469.457086		0.001326
134		1466157469.458413		0.001327
135		1466157469.459786		0.001373
136		1466157469.461113		0.001327
137		1466157469.462440		0.001327
138		1466157469.463814		0.001374
139		1466157469.465140		0.001326
140		1466157469.466468		0.001328
141		1466157469.467840		0.001372
142		1466157469.469167		0.001327
143		1466157469.470494		0.001327
144		1466157469.471867		0.001373
145		1466157469.473194		0.001327
146		1466157469.474521		0.001327
147		1466157469.475896		0.001375
148		1466157469.477221		0.001325
149		1466157469.478549		0.001328
150		1466157469.479922		0.001373
151		1466157469.481248		0.001326
152		1466157469.482575		0.001327
153		1466157469.483952		0.001377
154		1466157469.485279		0.001327
155		1466157469.486605		0.001326
156		1466157469.487980		0.001375
157		1466157469.489305		0.001325
158		1466157469.490633		0.001328
159		1466157469.492008		0.001375
160		1466157469.493334		0.001326
161		1466157469.494662		0.001328
162		1466157469.496036		0.001374
163		1466157469.497363		0.001327
164		1466157469.498690		0.001327
165		1466157469.500066		0.001376
166		1466157469.501393		0.001327
167		1466157469.502719		0.001326
168		1466157469.504052		0.001333
169		1466157469.505379		0.001327
170		1466157469.506706		0.001327
171		1466157469.508079		0.001373
172		1466157469.509405		0.001326
173		1466157469.510733		0.001328
174		1466157469.512104		0.001371
175		1466157469.513431		0.001327
176		1466157469.514756		0.001325
177		1466157469.516133		0.001377
178		1466157469.517460		0.001327
179		1466157469.518786		0.001326
180		1466157469.520160		0.001374
181		1466157469.521488		0.001328
182		1466157469.522815		0.001327
183		1466157469.524189		0.001374
184		1466157469.525515		0.001326
185		1466157469.526842		0.001327
186		1466157469.528219		0.001377
187		1466157469.529545		0.001326
188		1466157469.530871		0.001326
189		1466157469.532247		0.001376
190		1466157469.533574		0.001327
191		1466157469.534900		0.001326
192		1466157469.536274		0.001374
193		1466157469.537601		0.001327
194		1466157469.538926		0.001325
195		1466157469.540301		0.001375
196		1466157469.541627		0.001326
197		1466157469.542954		0.001327
198		1466157469.544328		0.001374
199		1466157469.545656		0.001328
200		1466157469.546981		0.001325
201		1466157469.548358		0.001377
202		1466157469.549685		0.001327
203		1466157469.551011		0.001326
204		1466157469.552385		0.001374
205		1466157469.553712		0.001327
206		1466157469.555038		0.001326
207		1466157469.556413		0.001375
208		1466157469.557739		0.001326
209		1466157469.559065		0.001326
210		1466157469.560439		0.001374
211		1466157469.561764		0.001325
212		1466157469.563091		0.001327
213		1466157469.564466		0.001375
214		1466157469.565794		0.001328
215		1466157469.567120		0.001326
216		1466157469.568493		0.001373
217		1466157469.569819		0.001326
218		1466157469.571146		0.001327
219		1466157469.572520		0.001374
220		1466157469.573846		0.001326
221		1466157469.575174		0.001328
222		1466157469.576547		0.001373
223		1466157469.577875		0.001328
224		1466157469.579201		0.001326
225		1466157469.580576		0.001375
226		1466157469.581903		0.001327
227		1466157469.583248		0.001345
228		1466157469.584600		0.001352
229		1466157469.585927		0.001327
230		1466157469.587276		0.001349
231		1466157469.588629		0.001353
232		1466157469.589956		0.001327
233		1466157469.591306		0.001350
234		1466157469.592657		0.001351
235		1466157469.593985		0.001328
236		1466157469.595335		0.001350
237		1466157469.596684		0.001349
238		1466157469.598012		0.001328
239		1466157469.599364		0.001352
240		1466157469.600713		0.001349
241		1466157469.602039		0.001326
242		1466157469.603390		0.001351
243		1466157469.604740		0.001350
244		1466157469.606066		0.001326
245		1466157469.607420		0.001354
246		1466157469.608766		0.001346
247		1466157469.610092		0.001326
248		1466157469.611447		0.001355
249		1466157469.612794		0.001347
250		1466157469.614122		0.001328
251		1466157469.615476		0.001354
252		1466157469.616822		0.001346
253		1466157469.618149		0.001327
254		1466157469.619506		0.001357
255		1466157469.620850		0.001344
256		1466157469.622176		0.001326
257		1466157469.623534		0.001358
258		1466157469.624878		0.001344
259		1466157469.626206		0.001328
260		1466157469.627563		0.001357
261		1466157469.628907		0.001344
262		1466157469.630234		0.001327
263		1466157469.631566		0.001332
264		1466157469.632893		0.001327
265		1466157469.634220		0.001327
266		1466157469.635596		0.001376
267		1466157469.636921		0.001325
268		1466157469.638249		0.001328
269		1466157469.639624		0.001375
270		1466157469.640952		0.001328
271		1466157469.642278		0.001326
272		1466157469.643654		0.001376
273		1466157469.644981		0.001327
274		1466157469.646309		0.001328
275		1466157469.647681		0.001372
276		1466157469.649008		0.001327
277		1466157469.650335		0.001327
278		1466157469.651708		0.001373
279		1466157469.653035		0.001327
280		1466157469.654362		0.001327
281		1466157469.655736		0.001374
282		1466157469.657061		0.001325
283		1466157469.658387		0.001326
284		1466157469.659760		0.001373
285		1466157469.661086		0.001326
286		1466157469.662413		0.001327
287		1466157469.663786		0.001373
288		1466157469.665113		0.001327
289		1466157469.666439		0.001326
290		1466157469.667813		0.001374
291		1466157469.669139		0.001326
292		1466157469.670467		0.001328
293		1466157469.671839		0.001372
294		1466157469.673164		0.001325
295		1466157469.674491		0.001327
296		1466157469.675867		0.001376
297		1466157469.677196		0.001329
298		1466157469.678522		0.001326
299		1466157469.679897		0.001375
300		1466157469.681223		0.001326
301		1466157469.682551		0.001328
302		1466157469.683925		0.001374
303		1466157469.685251		0.001326
304		1466157469.686578		0.001327
305		1466157469.687953		0.001375
306		1466157469.689279		0.001326
307		1466157469.690606		0.001327
308		1466157469.691980		0.001374
309		1466157469.693307		0.001327
310		1466157469.694633		0.001326
311		1466157469.696007		0.001374
312		1466157469.697334		0.001327
313		1466157469.698661		0.001327
314		1466157469.700035		0.001374
315		1466157469.701361		0.001326
316		1466157469.702687		0.001326
317		1466157469.704061		0.001374
318		1466157469.705387		0.001326
319		1466157469.706715		0.001328
320		1466157469.708091		0.001376
321		1466157469.709416		0.001325
322		1466157469.710743		0.001327
323		1466157469.712117		0.001374
324		1466157469.713445		0.001328
325		1466157469.714771		0.001326
326		1466157469.716145		0.001374
327		1466157469.717472		0.001327
328		1466157469.718797		0.001325
329		1466157469.720170		0.001373
330		1466157469.721495		0.001325
331		1466157469.722822		0.001327
332		1466157469.724197		0.001375
333		1466157469.725525		0.001328
334		1466157469.726852		0.001327
335		1466157469.728226		0.001374
336		1466157469.729553		0.001327
337		1466157469.730880		0.001327
338		1466157469.732415		0.001535
339		1466157469.733741		0.001326
340		1466157469.735068		0.001327
341		1466157469.736444		0.001376
342		1466157469.737772		0.001328
343		1466157469.739099		0.001327
344		1466157469.740474		0.001375
345		1466157469.741805		0.001331
346		1466157469.743133		0.001328
347		1466157469.744507		0.001374
348		1466157469.745834		0.001327
349		1466157469.747162		0.001328
350		1466157469.748536		0.001374
351		1466157469.749864		0.001328
352		1466157469.751190		0.001326
353		1466157469.752614		0.001424
354		1466157469.753942		0.001328
355		1466157469.755291		0.001349
356		1466157469.756642		0.001351
357		1466157469.757969		0.001327
358		1466157469.759301		0.001332
359		1466157469.760628		0.001327
360		1466157469.761954		0.001326
361		1466157469.763323		0.001369
362		1466157469.764695		0.001372
363		1466157469.766023		0.001328
364		1466157469.767374		0.001351
365		1466157469.768722		0.001348
366		1466157469.770050		0.001328
367		1466157469.771402		0.001352
368		1466157469.772752		0.001350
369		1466157469.774079		0.001327
370		1466157469.775430		0.001351
