Array size: 100		Iterations: 1000000		Message size: 10		Processors used: 8
Stream time	Exchange time
1.020595	6.501801
1.008317	6.668230
1.012049	6.647535
0.994496	6.688923
0.990757	6.591068
1.022744	6.702591
1.008661	6.596117
1.049071	6.616833
1.005648	6.551812
1.037852	6.655342
