Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.468013	0.002826
1		3.236034	0.000192
2		3.237291	0.000408
3		3.229655	0.000394
4		3.253497	0.000493
5		3.233801	0.000086
6		3.240039	0.000207
7		3.256724	0.001369
8		3.256880	0.000219
9		3.255348	0.000161
Average:	3.266728	0.000636
Deviation:	0.067821	0.000809
