Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.553976	0.001061
1		3.251949	0.000258
2		3.249848	0.000127
3		3.282756	0.000520
4		3.249089	0.000229
5		3.242606	0.000662
6		3.283196	0.000227
7		3.242481	0.000049
8		3.286866	0.001304
9		3.254223	0.001148
Average:	3.289699	0.000558
Deviation:	0.089615	0.000438
