Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.471472	0.002479
1		3.244137	0.000626
2		3.224596	0.000604
3		3.227782	0.000857
4		3.271025	0.000300
5		3.250265	0.000211
6		3.226930	0.000420
7		3.226998	0.000867
8		3.227727	0.000207
9		3.233277	0.000545
Average:	3.260421	0.000712
Deviation:	0.071705	0.000630
