Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.868251	0.000462
1		3.240563	0.000465
2		3.242183	0.000130
3		3.238552	0.000381
4		3.250852	0.000134
5		3.252125	0.000784
6		3.272307	0.000939
7		3.245917	0.001202
8		3.240088	0.000497
9		3.240059	0.000904
Average:	3.309090	0.000590
Deviation:	0.186632	0.000337
