Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.539538	0.000310
1		3.223578	0.000229
2		3.240278	0.002958
3		3.236528	0.000124
4		3.259541	0.000096
5		3.239238	0.000344
6		3.243322	0.000108
7		3.250896	0.001149
8		3.233802	0.000694
9		3.239274	0.000249
Average:	3.270600	0.000626
Deviation:	0.090107	0.000836
