Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.515921	0.001728
1		3.274108	0.000532
2		3.237517	0.001087
3		3.247571	0.000747
4		3.271133	0.000563
5		3.258076	0.002492
6		3.239221	0.000563
7		3.260028	0.000446
8		3.247734	0.000323
9		3.254873	0.000375
Average:	3.280618	0.000886
Deviation:	0.079271	0.000667
