Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.472562	0.000365
1		3.265894	0.000223
2		3.236199	0.000080
3		3.261135	0.000331
4		3.238539	0.000065
5		3.237468	0.000054
6		3.238186	0.000138
7		3.255950	0.000329
8		3.255010	0.000203
9		3.279029	0.000148
Average:	3.273997	0.000194
Deviation:	0.067582	0.000110
