Array size: 100000		Iterations: 10000		Message size: 50		Processors used: 16
Stream time	Exchange time
4.022945	4.053161
3.827139	4.274750
3.828640	4.219398
3.825834	4.216642
3.827310	4.514430
3.869730	4.854407
3.961853	4.053900
3.825789	4.060394
3.869040	4.061104
3.827020	4.058445
