Array size: 100000		Iterations: 10000		Message size: 50		Processors used: 4
Stream time	Exchange time
4.013675	4.056065
3.825371	4.055767
3.826162	4.049952
3.825823	4.055986
3.825944	4.059072
3.826131	4.054162
3.828324	4.060262
3.828108	4.055535
3.826925	4.048221
3.828926	4.055262
