Array size: 100000		Iterations: 10000		Message size: 50		Processors used: 64
Stream time	Exchange time
7.311443	15.786402
6.863474	16.141244
7.110635	17.632292
6.770045	16.186124
6.889008	15.634283
6.946680	16.458971
6.869397	17.251978
7.012794	15.962840
7.082373	17.376710
7.123833	17.234036
