Array size: 100000		Iterations: 10000		Message size: 10		Processors used: 2
Stream time	Exchange time
4.915766	4.095076
4.917228	4.106000
4.916255	4.106967
4.917141	4.116180
4.915857	4.105221
4.916868	4.099403
4.917105	4.095789
4.937847	4.122273
4.914221	4.097742
4.932610	4.095399
