Array size: 100		Iterations: 1000000		Message size: 1		Processors used: 4
Stream time	Exchange time
2.789497	6.156993
3.181651	6.632748
3.300777	6.727689
3.339484	6.739728
3.439494	6.732544
3.365367	6.745930
2.928607	6.763885
2.890141	6.792008
3.036778	6.738007
3.481285	6.757443
