Array size: 100		Iterations: 1000000		Message size: 1		Processors used: 12
Stream time	Exchange time
3.995124	6.959260
3.222029	7.070381
3.634198	8.108971
3.252566	6.688042
3.726184	6.627004
2.904022	6.682582
3.490113	6.732951
3.637092	6.834138
3.907193	12.243195
3.339208	7.115608
