Array size: 1920000		Iterations: 100000		Message size: 1000		Processors used: 512
Run		Stream time	Exchange time
0		885.891803	0.000015
1		887.294514	0.000049
2		887.604235	0.000016
3		886.752172	0.000072
4		889.541388	0.000015
5		890.275164	0.000015
6		889.423624	0.000145
7		888.152747	0.000018
8		890.570998	0.000092
9		890.740923	0.000019
Average:	888.624757	0.000046
Deviation:	1.627196	0.000042
