Array size: 1920000		Iterations: 100000		Message size: 5000		Processors used: 512
Run		Stream time	Exchange time
0		897.572145	0.000155
1		893.519276	0.000022
2		891.616646	0.000084
3		893.544246	0.000016
4		893.719367	0.000016
5		893.172295	0.000018
6		893.358587	0.000015
7		893.342885	0.000333
8		893.199891	0.000020
9		891.658941	0.000019
Average:	893.470428	0.000070
Deviation:	1.542813	0.000098
