Array size: 1920000		Iterations: 100000		Message size: 2500		Processors used: 512
Run		Stream time	Exchange time
0		896.653683	0.000037
1		899.423359	0.000018
2		899.476149	0.000095
3		899.233236	0.000100
4		899.400096	0.000044
5		899.224874	0.000024
6		899.658245	0.000109
7		899.723276	0.000030
8		893.732942	0.000020
9		895.948215	0.000085
Average:	898.247408	0.000056
Deviation:	1.962752	0.000035
