Array size: 1920000		Iterations: 100000		Message size: 25		Processors used: 512
Run		Stream time	Exchange time
0		876.436727	0.000018
1		876.495940	0.000019
2		876.386241	0.000022
3		876.436093	0.000015
4		876.479105	0.000683
5		876.581754	0.000046
6		876.613889	0.000026
7		876.448641	0.000015
8		876.502976	0.000019
9		876.408447	0.000016
Average:	876.478981	0.000088
Deviation:	0.069099	0.000199
