Array size: 1920000		Iterations: 100000		Message size: 250		Processors used: 512
Run		Stream time	Exchange time
0		894.816358	0.000022
1		895.960110	0.000063
2		896.047461	0.000165
3		896.263822	0.000018
4		896.074926	0.000031
5		896.182113	0.000874
6		896.212519	0.000029
7		896.008563	0.000019
8		896.265237	0.000222
9		896.105629	0.000024
Average:	895.993674	0.000147
Deviation:	0.404917	0.000252
