Array size: 1920000		Iterations: 100000		Message size: 500		Processors used: 512
Run		Stream time	Exchange time
0		892.884455	0.000023
1		892.809047	0.000124
2		892.694709	0.000023
3		892.879003	0.000100
4		892.576749	0.000051
5		892.680747	0.000047
6		892.711215	0.000018
7		892.811282	0.000021
8		892.619598	0.000023
9		892.536122	0.000023
Average:	892.720293	0.000045
Deviation:	0.116301	0.000035
