Array size: 1920000		Iterations: 100000		Message size: 5		Processors used: 512
Run		Stream time	Exchange time
0		907.371992	0.000018
1		907.252367	0.000115
2		907.386833	0.000061
3		907.339634	0.000027
4		907.360110	0.000040
5		907.361186	0.000024
6		907.508514	0.000019
7		907.413407	0.000043
8		907.410484	0.000023
9		907.471783	0.000065
Average:	907.387631	0.000044
Deviation:	0.067218	0.000029
