Array size: 60000		Iterations: 100000		Message size: 50		Processors used: 16384
Run		Stream time	Exchange time
0		0.008807	6.054048
1		0.000825	6.325625
2		0.000283	5.256873
3		0.000726	5.944795
4		0.000342	6.079689
5		0.000430	5.700597
6		0.000299	5.305088
7		0.001290	5.265659
8		0.005387	5.250927
9		0.000385	6.190531
Average:	0.001877	5.737383
Deviation:	0.002735	0.411112
