Array size: 480000		Iterations: 100000		Message size: 50		Processors used: 2048
Run		Stream time	Exchange time
0		0.000246	304.520781
1		0.000258	304.738297
2		0.000948	304.738904
3		0.000284	305.356432
4		0.000293	304.703054
5		0.000223	304.420441
6		0.000321	305.131890
7		0.000250	304.841489
8		0.000303	305.853480
9		0.000285	305.187549
Average:	0.000341	304.949232
Deviation:	0.000204	0.412040
