Array size: 120000		Iterations: 100000		Message size: 50		Processors used: 8192
Run		Stream time	Exchange time
0		0.000527	18.742599
1		0.001593	18.684273
2		0.000532	18.614130
3		0.000313	18.761536
4		0.000270	18.728544
5		0.000301	18.740620
6		0.000238	18.721917
7		0.000251	18.707816
8		0.000259	18.700453
9		0.000294	18.735067
Average:	0.000458	18.713695
Deviation:	0.000392	0.039475
