Array size: 3840000		Iterations: 100000		Message size: 50		Processors used: 256
Run		Stream time	Exchange time
0		0.000174	2305.036856
1		0.000158	2304.957757
2		0.000144	2306.086630
3		0.000136	2305.345933
4		0.000150	2305.215530
5		0.000147	2305.686888
6		0.000143	2305.125893
7		0.000142	2307.139882
8		0.000138	2304.991348
9		0.000138	2307.391898
Average:	0.000147	2305.697862
Deviation:	0.000011	0.852522
