Array size: 240000		Iterations: 100000		Message size: 50		Processors used: 4096
Run		Stream time	Exchange time
0		0.000570	139.773548
1		0.000281	139.799706
2		0.000254	139.825684
3		0.000230	139.936073
4		0.000249	139.932939
5		0.000236	139.897323
6		0.000256	139.877102
7		0.000693	139.948553
8		0.000271	139.689227
9		0.000235	139.768225
Average:	0.000327	139.844838
Deviation:	0.000155	0.082588
