Array size: 7680000		Iterations: 100000		Message size: 50		Processors used: 128
Run		Stream time	Exchange time
0		0.000141	4602.879426
1		0.000188	4603.035305
2		0.000160	4602.764002
3		0.000180	4602.589154
4		0.000201	4602.683765
5		0.000153	4603.045515
6		0.000158	4602.350241
7		0.000190	4602.793178
8		0.000169	4602.790155
9		0.000158	4607.998716
Average:	0.000170	4603.292946
Deviation:	0.000018	1.580517
