Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 168
Stream time	Exchange time
0.313682	3.904861
0.329841	3.835349
0.316026	3.956918
0.308549	3.698514
0.314788	3.946568
0.308019	3.720352
0.316925	3.883696
0.314749	3.402875
0.308776	3.901122
0.316325	3.900822
