Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 144
Stream time	Exchange time
0.314940	4.033263
0.302955	3.474835
0.311262	3.780539
0.309987	3.578538
0.306580	3.918488
0.313734	2.893144
0.313326	3.712976
0.312322	3.642599
0.315896	3.635256
0.303048	3.592225
