Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 48
Stream time	Exchange time
0.298898	2.275700
0.297969	2.276412
0.297848	2.276588
0.297893	2.276985
0.297968	2.276915
0.297914	2.277787
0.297924	2.277851
0.297991	2.277760
0.297908	2.277133
0.298024	2.278204
