Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 120
Stream time	Exchange time
0.323292	3.546088
0.306427	3.835679
0.323221	3.478013
0.304835	3.776731
0.316370	3.939028
0.300705	3.801029
0.316284	3.646312
0.298603	3.477897
0.316109	3.576519
0.313368	3.859136
