Array size: 60000		Iterations: 100000		Message size: 2		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.297749	0.000282
1		3.320198	0.000276
2		3.292432	0.000178
3		3.288584	0.000637
4		3.307759	0.000174
5		3.288746	0.000157
6		3.296429	0.000210
7		3.332456	0.000353
8		3.293876	0.000256
9		3.293241	0.001009
Average:	3.301147	0.000353
Deviation:	0.013870	0.000256
